communityName,state,population,householsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,pctWSocSec,pctWPubAsst,PctUsePubTrans,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,PctKidsBornNeverMar,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,LemasPctOfficDrugUn,ViolentCrimesPerPop,has_pp_access,PctFedEduFunding,PctStateEduFunding,PctLocalEduFunding
Niles,MI,12456,2.41,13.75,26.32,12.65,14.88,32.57,10.91,0.64,13.67,10.27,26.15,15.47,5.19,59.08,27.12,23.14,22.17,22.17,3.02,61.9,59.36,69.11,59.51,64.8,71.1,4.5,0.023683365446371226,94.61,58.84,3.05,36.95,0.0,427.27,0,5.403333333333333,69.42333333333333,25.173333333333332
Noblesville,IN,17655,2.65,13.57,26.76,11.61,8.83,20.73,3.8,0.06,7.5,6.92,18.89,29.14,2.82,70.06,19.38,20.67,10.91,30.58,3.1,80.65,80.09,86.27,84.29,68.75,71.97,1.44,0.027074483149249505,93.29,63.86,0.21,25.94,0.0,682.12,0,1.08,41.58,57.35
Nogales,AZ,19489,3.69,19.28,30.6,14.86,8.36,25.6,13.13,0.57,31.2,32.9,51.22,7.94,13.67,52.73,10.76,13.66,17.0,18.9,4.03,72.32,66.07,86.84,71.8,46.59,52.99,5.23,0.013238236954179281,95.34,59.03,2.71,34.11,0.0,822.2,0,11.79,56.45,31.76
Norfolk,VA,261229,2.92,18.84,38.6,23.62,9.63,24.1,9.33,5.57,19.32,8.78,27.31,16.82,6.1,64.57,10.28,24.12,14.05,23.29,3.12,62.76,55.53,72.45,58.3,54.88,62.4,9.62,0.03553969888488644,90.6,44.02,3.94,30.95,2.928465063220393e-05,1135.5,0,11.815833333333332,36.98,51.20499999999999
Norman,OK,80071,2.51,20.19,37.58,23.27,7.38,16.19,3.22,1.22,15.04,4.16,12.86,38.05,6.05,63.66,8.64,36.73,8.96,35.72,2.98,75.6,73.94,82.88,76.41,61.9,72.12,1.3,0.046746012913539234,89.5,51.04,3.74,41.89,0.00011352424723058285,230.0,0,5.55,61.07333333333333,33.37666666666667
North Adams,MA,16797,2.54,18.56,31.87,19.59,15.06,36.6,13.12,1.84,14.33,17.15,31.84,12.11,9.86,54.48,22.76,29.53,16.04,21.07,2.97,64.62,62.77,69.99,60.12,65.54,74.1,2.72,0.03595880216705364,91.65,50.62,2.32,47.02,0.0,571.65,0,4.52,74.45,21.03
North Andover,MA,22792,2.89,16.94,27.4,15.95,10.81,24.52,3.07,2.06,2.84,3.89,10.17,40.55,4.45,64.65,21.73,29.4,6.2,42.11,3.22,84.55,84.43,91.5,85.7,53.76,66.67,1.06,0.016672516672516673,95.41,68.33,0.53,34.47,0.0,165.71,0,2.57,20.74,76.69
North Augusta,SC,15351,2.45,13.39,28.11,12.4,11.49,24.31,3.89,0.16,9.28,5.83,18.08,25.47,3.62,65.69,19.93,24.57,11.23,33.68,2.99,72.42,69.84,84.46,71.03,65.46,70.59,5.59,0.034916292098234644,92.13,63.34,2.61,28.54,0.0,560.56,0,8.03,57.92,34.05
North Bergen,NJ,48414,2.55,11.37,26.02,11.7,13.76,29.24,6.61,21.37,9.49,18.23,35.46,18.21,7.69,62.05,20.75,16.64,17.96,25.24,3.18,73.91,70.77,78.04,74.89,58.17,65.18,3.89,0.0475895402156401,89.17,39.98,1.78,26.69,0.0,294.3,0,4.17,37.6,58.23
North Brunswick,NJ,31287,2.71,13.41,29.96,14.37,8.64,20.78,3.06,8.09,2.67,6.11,16.13,32.71,3.08,70.47,19.2,22.93,11.37,33.94,3.04,81.65,79.76,91.14,86.01,67.83,74.43,2.71,0.020168120944801356,94.82,64.55,1.11,29.32,0.0,288.37,0,1.23,21.06,77.71
North Canton,OH,14748,2.34,10.77,21.98,10.06,16.73,31.26,2.35,0.32,5.14,3.98,12.34,29.85,4.13,61.14,22.05,27.09,9.49,35.24,2.86,81.87,82.57,91.67,69.96,64.02,72.89,0.12,0.01647681041497152,96.28,70.2,0.0,24.69,0.0,106.96,0,2.3,30.99,66.71
North Charleston,SC,70218,2.99,17.41,41.2,23.19,5.31,13.54,7.96,3.02,21.73,8.24,26.15,11.41,4.82,71.56,14.33,17.12,16.51,18.9,3.14,62.54,56.29,71.93,53.09,60.62,64.55,8.65,0.04427639636560426,88.32,37.49,5.08,55.87,4.1299951579367114e-05,2264.09,0,9.926666666666668,50.27333333333333,39.800000000000004
North Little Rock,AR,61741,2.47,13.36,25.2,11.67,13.95,29.66,7.4,1.58,17.2,10.03,26.96,17.49,5.39,58.79,11.5,23.24,13.27,25.46,3.0,63.45,57.72,72.07,64.87,65.29,72.04,5.46,0.036734098897005234,91.68,58.88,4.85,33.51,0.00015678398471032215,1020.91,0,7.862500000000001,56.065,36.082499999999996
North Palm Beach,FL,11343,2.04,7.71,15.43,7.37,29.89,46.82,2.31,0.0,3.86,1.99,10.3,31.13,2.95,49.31,16.66,23.66,5.13,38.38,2.58,80.75,80.47,88.25,92.56,67.44,77.27,0.71,0.10755532046195891,82.01,77.58,2.87,28.28,0.0,268.82,0,6.12,29.2,64.68
North Providence,RI,32090,2.42,10.96,25.88,12.68,17.02,32.57,4.8,2.38,6.46,10.16,29.18,20.36,6.12,62.61,19.46,26.22,12.68,27.38,2.99,79.69,77.08,93.02,82.12,58.25,71.1,0.98,0.02732938610158928,93.8,59.32,0.23,17.9,0.0,241.68,0,2.58,34.51,62.91
North Reading,MA,12002,2.95,12.56,24.35,11.83,8.02,17.63,2.7,2.55,2.09,2.8,13.22,27.64,5.44,70.34,18.22,22.98,8.23,37.03,3.27,87.5,85.49,95.1,90.22,68.92,71.59,0.81,0.009248458590234961,97.34,88.34,4.5,24.32,0.0,64.3,0,2.3,24.68,73.02
North Richland Hills,TX,45895,2.72,14.05,28.28,13.04,6.44,14.55,1.66,0.08,5.05,3.28,13.58,22.02,4.38,74.29,17.12,17.06,10.57,28.47,3.11,80.6,78.62,89.67,83.38,69.9,74.96,1.13,0.02658241638522715,93.27,62.76,1.15,25.49,0.0,265.42,0,3.67,41.73,54.59
North Ridgeville,OH,21564,3.02,16.23,27.24,13.0,6.59,18.39,3.58,1.06,4.1,4.92,20.93,14.1,4.15,70.97,24.68,17.85,17.71,21.08,3.31,84.45,82.29,96.98,83.25,64.64,70.24,0.75,0.0070951585976627716,97.91,85.6,1.96,28.1,0.0,248.69,0,2.81,40.3,56.89
North Smithfield,RI,10497,2.81,13.65,22.52,11.18,14.89,31.85,2.98,1.09,4.08,12.67,28.52,20.77,6.22,61.79,21.95,28.4,12.79,29.92,3.12,89.44,87.39,96.45,86.23,63.53,76.31,0.76,0.010098123273316186,97.24,80.8,2.83,43.4,0.0,535.75,0,1.92,33.91,64.16
North Tonawanda,NY,34989,2.57,12.76,24.82,11.74,13.45,32.44,5.96,0.62,6.07,7.31,20.21,15.16,5.64,63.82,25.29,25.4,16.52,22.72,3.11,79.23,79.54,83.99,84.98,66.17,74.0,1.7,0.010460430420989453,97.39,67.94,5.46,48.63,0.0,85.17,1,2.69,51.68,45.64
Northampton,PA,35406,3.19,16.8,26.82,13.38,6.26,16.39,1.91,3.63,1.55,2.67,8.68,37.23,2.76,70.73,15.98,24.99,5.63,37.89,3.48,90.93,89.88,95.71,91.19,51.54,63.17,0.5,0.010760887985087274,96.68,91.32,0.52,28.87,0.0,41.65,0,1.52,38.5,59.98
Northbridge,MA,13371,2.81,13.4,26.28,12.2,12.41,30.12,7.06,0.25,5.86,10.5,26.99,16.45,7.65,63.46,24.71,23.39,15.96,24.98,3.19,77.29,76.28,85.23,74.7,67.76,73.2,1.79,0.019370278961932542,94.83,57.8,2.7,34.75,0.0,674.75,0,4.05,64.85,31.1
Northfield,MN,14514,3.58,35.82,47.34,38.29,7.68,26.39,3.43,0.71,10.89,7.74,15.48,35.68,3.05,64.93,11.38,48.65,11.75,30.35,3.11,78.71,78.68,89.76,78.71,73.51,81.55,3.07,0.012195121951219513,95.82,63.24,0.56,11.86,0.0,105.6,0,1.84,64.91,33.25
Northport,AL,17366,2.66,15.31,27.96,14.13,10.91,25.94,8.64,0.0,17.16,10.44,26.91,23.13,6.07,58.93,13.14,37.57,12.54,30.47,3.13,70.34,66.66,71.75,69.62,61.1,70.15,5.6,0.015777956927329265,95.97,60.22,1.09,48.91,0.0,853.28,0,8.39,68.29,23.31
Norton,OH,11475,2.8,13.65,23.21,11.2,12.88,30.6,4.19,0.27,5.4,6.47,22.93,14.11,5.33,60.94,25.2,19.33,15.91,24.93,3.13,85.26,81.48,89.18,88.88,59.93,65.29,0.52,0.009847494553376907,97.32,89.9,6.19,58.41,0.0,168.99,0,3.33,48.69,47.98
Norwalk,CA,94279,3.58,16.06,30.88,15.17,7.88,21.45,10.72,2.29,9.29,16.22,35.34,9.92,6.64,61.29,27.92,16.54,21.85,17.5,3.79,75.68,65.31,85.59,79.93,58.8,64.4,3.99,0.009556741161870618,96.69,64.98,4.11,17.31,0.0,1174.32,0,4.545,34.457499999999996,60.99
Norwich,CT,37391,2.49,12.12,27.53,12.66,13.99,30.43,8.88,0.86,11.88,12.91,28.15,16.42,7.15,61.05,20.62,24.57,15.82,23.25,2.99,67.81,64.53,73.19,68.23,61.54,67.67,3.38,0.03888636302853628,91.17,52.73,1.31,49.31,0.0,543.6,1,2.43,66.18,31.38
Norwood,MA,28700,2.6,11.17,27.41,12.76,14.42,30.23,5.41,9.62,4.01,4.49,13.89,27.01,4.85,65.42,14.02,27.17,8.5,32.78,3.14,79.53,79.76,92.05,77.12,65.16,72.81,1.18,0.019721254355400696,95.11,56.96,1.41,34.45,0.0,226.63,0,3.79,16.95,79.25
Novato,CA,47585,2.61,11.95,24.71,11.06,8.96,20.18,4.68,7.9,4.18,3.08,8.28,31.81,2.92,71.88,8.51,24.03,7.4,33.52,3.04,79.0,78.7,88.59,81.42,62.67,70.29,1.51,0.011474204055899969,97.09,61.91,0.18,16.67,0.0,383.35,0,5.7,20.17,74.12
Nutley,NJ,27099,2.56,10.96,23.42,11.06,15.85,31.74,3.15,8.7,5.04,7.91,20.49,28.19,5.15,63.16,20.31,22.54,9.34,33.97,3.13,84.0,82.27,94.6,78.22,49.88,64.83,0.54,0.015019004391305952,96.3,67.33,1.23,42.51,0.0,279.55,0,1.68,12.42,85.9
Oak Creek,WI,19513,2.76,13.71,27.38,12.38,7.57,22.16,3.85,1.3,2.19,6.1,18.88,15.89,3.79,72.87,30.84,17.16,18.22,21.88,3.22,85.37,84.29,93.07,88.43,66.98,74.98,1.07,0.009327115256495669,97.49,65.73,0.0,24.73,0.0,128.51,0,2.17,37.83,60.0
Oak Harbor,WA,17176,2.88,13.62,33.81,14.94,6.45,15.82,4.51,0.22,8.4,4.32,12.44,17.41,5.35,66.64,9.23,19.86,10.41,20.97,3.25,84.09,84.04,90.19,80.05,55.4,61.81,0.88,0.01176059618071728,96.73,39.84,0.5,29.7,0.0,99.93,0,7.72,86.64,5.64
Oak Ridge,TN,27310,2.32,12.05,20.93,9.77,17.41,31.66,6.23,0.03,9.47,6.05,14.4,35.48,4.91,58.11,19.82,33.58,7.12,41.13,2.85,73.16,71.14,76.51,77.49,60.7,70.86,1.41,0.03409007689491029,92.67,66.51,0.75,30.61,0.0,342.06,0,8.7,49.17,42.14
Oakdale,MN,18374,2.74,12.86,29.5,11.47,4.89,12.72,3.26,1.92,5.8,2.55,10.47,20.33,2.93,79.57,25.13,19.63,12.21,24.82,3.17,77.65,78.86,86.67,87.05,78.1,81.27,1.81,0.0128986611516273,96.58,80.21,1.27,29.11,0.0,346.97,0,4.96,53.8,41.24
Oakland,CA,372242,2.58,12.88,27.02,12.96,10.63,23.04,17.81,18.71,18.82,11.96,25.61,27.18,9.38,56.97,10.64,29.33,12.13,31.92,3.28,52.13,48.42,61.57,56.68,53.85,61.43,10.31,0.027444511903546617,93.4,41.62,10.49,32.73,1.0020363097124989e-05,2601.6,1,9.627692307692307,62.26076923076923,28.101538461538464
Ocala,FL,42045,2.42,12.66,23.73,11.67,18.68,38.4,9.18,0.14,19.88,10.43,28.38,16.73,7.05,51.96,13.94,23.67,12.83,26.4,2.94,58.65,51.67,61.82,57.96,53.82,65.43,6.17,0.04958972529432751,89.3,57.17,3.31,35.88,0.00019978594363182306,1622.96,0,7.978,59.226,32.806
Ocean City,NJ,15512,2.19,10.03,23.97,11.46,20.07,36.85,3.63,2.8,6.59,3.36,13.72,26.62,4.64,58.94,5.09,23.38,6.1,32.9,2.79,66.51,65.22,78.2,72.24,67.79,73.47,2.39,0.7610881897885508,37.47,53.73,0.18,70.51,0.0,291.41,0,1.91,11.72,86.37
Ocean Springs,MS,14658,2.65,14.8,24.91,11.35,9.58,24.26,4.57,0.0,10.12,4.98,16.66,25.78,6.83,61.41,20.01,25.97,9.41,29.18,3.15,77.8,74.5,88.15,72.09,63.03,71.29,0.72,0.03008595988538682,92.61,66.55,1.81,26.98,0.0,319.6,0,7.56,54.35,38.09
Oceanside,CA,128398,2.75,12.55,28.56,13.63,13.1,27.99,7.82,4.03,10.07,7.47,18.79,18.79,6.82,60.96,14.77,18.49,12.94,23.42,3.12,75.19,69.8,82.83,73.76,59.63,66.18,3.48,0.034019221483200676,91.45,58.43,0.46,16.76,5.077960715899001e-05,1019.98,0,8.090000000000002,59.82333333333333,32.07666666666666
Ocoee,FL,12778,3.05,15.14,29.13,12.51,6.28,18.38,3.88,0.18,7.7,10.92,28.86,9.57,5.19,70.56,11.25,13.99,14.75,17.46,3.34,79.89,76.55,89.96,81.12,66.73,71.34,1.22,0.019251839098450463,94.46,82.33,1.63,25.61,0.0,618.06,0,6.08,44.25,49.67
Oconomowoc,WI,10993,2.62,12.99,24.14,10.49,14.1,30.75,2.7,0.1,3.58,6.25,15.88,21.05,2.46,64.11,28.19,24.62,14.79,25.84,3.1,83.57,83.81,92.12,86.43,53.64,72.43,0.55,0.014190848721913946,96.41,64.31,0.64,32.05,0.0,168.48,0,1.48,12.43,86.09
Odessa,TX,89699,2.73,14.89,27.4,12.88,9.26,22.71,6.78,0.02,19.36,14.32,30.51,13.64,7.55,59.8,11.56,22.65,13.59,22.77,3.25,73.96,70.11,79.49,76.14,54.45,61.43,2.69,0.054905851793219544,86.95,61.34,6.01,49.87,3.86849351720755e-05,798.57,0,8.934000000000001,50.862,40.206
Ogden,UT,63909,2.64,15.36,29.27,14.82,12.98,29.29,9.77,2.84,16.78,7.78,24.93,16.21,8.2,57.63,18.16,19.66,17.12,23.95,3.2,68.87,67.64,75.35,75.95,63.75,69.91,2.64,0.046237619114678684,89.13,58.81,13.16,46.7,0.0,577.28,1,7.426,64.51599999999999,28.056
Ogdensburg,NY,13521,3.1,14.24,29.81,14.54,12.98,33.94,10.4,0.77,13.97,10.81,32.03,11.85,9.22,44.61,12.75,36.91,14.96,23.43,3.17,68.6,67.41,86.27,80.81,74.05,75.03,2.98,0.0179720434879077,94.73,59.86,6.58,51.44,0.0,7.6,1,5.38,68.78,25.85
Oil City,PA,11949,2.45,12.7,23.62,10.89,15.82,37.7,11.84,0.54,18.26,7.63,23.1,14.09,7.84,49.79,22.21,26.99,18.57,24.98,3.02,69.31,67.94,75.81,75.2,51.56,60.15,1.9,0.04803749267721148,89.47,61.64,1.57,67.77,0.0,109.9,0,6.08,55.59,38.33
Oklahoma City,OK,444719,2.49,13.29,27.17,12.7,10.67,23.53,6.57,0.89,15.86,7.06,21.78,21.57,7.06,62.66,12.02,22.56,13.18,26.33,3.06,68.95,64.48,75.15,71.96,63.09,70.22,4.42,0.07578943107895098,84.13,59.51,11.03,50.46,7.825166003701213e-06,1389.87,1,9.553783783783784,55.89675675675675,34.550540540540545
Okmulgee,OK,13441,2.56,15.96,26.77,15.19,16.46,37.74,12.36,0.0,33.39,11.77,31.18,9.5,10.72,45.75,13.96,30.79,17.21,19.47,3.01,59.73,54.12,57.26,63.46,55.98,64.22,4.87,0.07908637750167398,83.16,64.59,4.99,72.34,0.0,995.75,0,14.8,65.67,19.53
Old Bridge,NJ,56475,2.83,12.59,26.78,12.12,8.07,19.49,3.27,13.8,3.47,5.02,16.79,24.22,4.49,70.08,16.21,18.78,12.73,28.83,3.24,84.91,82.93,93.5,80.75,50.35,63.56,1.2,0.020044267374944667,94.64,67.89,1.41,49.73,6.108897742363878e-05,141.06,0,1.67,37.01,61.32
Olean,NY,16946,2.46,12.85,24.38,12.03,15.46,33.76,8.89,1.47,16.78,7.03,21.68,17.91,8.14,55.43,18.67,29.55,13.77,25.75,3.08,66.89,66.43,71.58,77.29,57.55,67.78,3.24,0.027440103859317833,93.67,57.84,1.72,42.58,0.0,488.03,0,7.69,57.57,34.75
Olympia,WA,33840,2.26,12.81,25.73,12.75,12.81,26.0,6.88,3.29,13.01,3.26,11.08,33.14,6.69,61.55,7.9,25.21,8.21,38.08,2.88,68.95,68.0,77.25,65.75,65.13,76.46,2.66,0.028871158392434988,93.87,52.02,1.84,16.07,0.0,321.96,1,4.161666666666666,69.63000000000001,26.208333333333332
Onalaska,WI,11284,2.66,13.68,26.69,12.5,8.32,19.55,3.56,0.12,5.21,5.78,13.91,26.83,2.91,74.5,18.72,27.02,14.43,30.68,3.09,80.59,81.3,85.16,79.12,77.52,85.28,0.56,0.012141084721729882,96.87,67.79,0.73,27.01,0.0,54.75,0,2.03,52.16,45.81
Oneida,NY,10850,2.55,13.45,26.4,12.57,14.2,32.94,7.29,1.01,9.97,7.01,23.74,15.61,4.31,58.67,23.17,26.69,20.21,22.45,3.12,72.73,71.04,73.39,80.41,60.44,69.89,2.54,0.019262672811059908,95.32,58.84,1.91,45.93,0.0,116.21,0,2.12,73.11,24.77
Oneonta,NY,13954,3.19,40.03,53.37,45.54,10.44,30.43,5.83,4.1,23.4,7.64,20.13,30.81,5.3,49.48,8.24,44.82,7.04,31.76,2.87,65.63,66.72,71.12,73.49,52.63,71.54,2.47,0.022215852085423534,93.38,45.83,1.94,20.97,0.0,130.44,0,2.59,40.54,56.87
Ontario,CA,133179,3.31,15.86,31.88,15.35,5.84,16.68,9.73,0.91,13.56,14.44,31.47,10.98,7.32,65.29,23.1,15.77,20.3,18.36,3.66,73.79,69.05,80.65,76.49,53.49,62.38,5.3,0.016962133669722705,94.69,58.59,1.37,15.1,7.884125875701125e-05,1160.86,0,7.87,69.3,22.83
Opelika,AL,22122,2.68,15.36,28.78,13.93,10.78,26.49,8.38,0.28,20.77,15.26,30.1,19.49,6.91,62.78,30.92,27.93,22.0,23.79,3.14,63.45,56.67,64.15,66.25,79.3,79.93,7.26,0.03200433957146732,92.09,61.12,4.66,41.53,0.0,2728.14,0,8.844999999999999,58.425,32.73
Orange,CT,12830,2.9,12.23,20.42,10.0,15.19,33.11,1.83,1.64,2.32,4.11,11.01,43.07,3.18,64.47,15.61,31.57,6.49,46.37,3.14,92.04,89.65,98.88,89.65,53.43,67.02,0.17,0.009586905689789555,97.29,94.03,4.88,50.41,0.0,138.57,1,7.73,27.8,64.47
Orangeburg,SC,13739,3.13,28.09,41.12,30.07,12.96,31.85,13.9,0.0,25.0,13.22,28.93,23.47,9.46,48.0,18.89,30.44,13.78,28.39,3.07,56.23,48.55,63.93,68.54,72.06,72.11,8.21,0.030205982968192737,91.35,55.21,2.89,28.67,0.0,1790.5,0,10.07,48.11,41.82
Oregon,OH,18334,2.67,14.69,25.82,13.07,13.19,28.51,6.42,0.18,7.67,8.25,24.14,11.26,6.57,59.01,20.35,24.02,18.26,19.44,3.11,79.91,76.92,85.74,85.41,67.06,69.47,1.36,0.02187193192974801,94.48,72.01,1.5,35.91,0.0,403.14,0,3.16,21.99,74.85
Oregon City,OR,14698,2.68,14.7,27.81,13.51,10.0,23.22,4.6,2.52,9.25,6.13,19.12,12.76,3.41,65.91,20.03,21.5,19.12,19.9,3.12,72.8,71.11,82.08,70.61,56.84,66.62,1.52,0.013335147639134575,96.55,56.11,2.04,24.49,0.0003054837392842564,463.84,0,4.32,59.01,36.67
Orem,UT,67561,3.84,19.58,32.66,15.41,5.62,19.29,5.2,2.06,8.96,2.42,10.02,30.45,4.35,64.88,16.25,31.53,12.07,31.59,4.17,87.08,87.29,92.79,86.75,50.24,59.19,0.35,0.005639348144639659,97.88,67.87,1.57,28.87,0.0,76.24,1,4.86,64.31,30.82
Orinda,CA,16642,2.64,10.46,15.77,7.6,15.08,26.82,2.55,11.77,2.36,0.62,2.95,66.02,2.98,61.31,8.98,36.79,3.03,59.3,2.92,89.79,87.89,100.0,89.35,50.33,58.23,0.31,0.010215118375195288,97.37,91.4,1.18,31.18,0.0,51.42,0,0.82,23.63,75.54
Orlando,FL,164693,2.51,15.77,34.53,18.37,10.06,22.52,6.37,3.56,15.76,7.62,21.9,22.59,4.56,69.31,8.66,19.29,10.6,27.28,2.98,57.46,49.98,66.02,58.67,64.79,72.24,9.1,0.046887238680453934,89.48,41.1,2.81,15.35,5.6772297547558184e-05,2304.49,1,5.881,41.592999999999996,52.525999999999996
Ormond Beach,FL,29721,2.34,10.52,18.8,9.27,22.59,41.16,4.52,0.77,6.72,4.72,15.77,26.17,4.21,51.11,8.61,27.27,7.13,37.67,2.75,76.18,74.95,86.68,78.71,62.3,70.28,1.18,0.05003196393122708,89.52,76.93,0.81,27.37,0.0,142.7,0,5.62,46.52,47.86
Orono,ME,10573,4.31,47.94,63.35,55.71,5.89,22.84,6.11,1.12,21.14,4.38,11.33,50.88,4.86,48.76,6.01,50.44,5.26,35.55,2.93,71.94,69.72,84.16,77.93,69.41,77.83,4.24,0.022131845266244208,91.29,50.59,0.43,45.73,0.0,18.87,0,4.4,41.56,54.04
Oshkosh,WI,55006,2.62,18.61,34.4,21.34,12.2,29.36,6.39,1.89,12.63,8.38,21.39,19.6,4.82,61.2,26.92,25.33,18.98,23.77,2.99,75.13,75.23,83.97,74.09,63.63,73.08,1.67,0.01581645638657601,96.01,56.98,0.57,35.63,0.0,155.25,1,3.505,43.18,53.32
Oskaloosa,IA,10632,2.45,14.86,25.9,13.61,17.07,36.07,9.9,0.38,16.42,14.33,24.6,15.73,6.76,56.1,27.11,25.27,23.03,24.37,2.93,73.26,72.44,64.77,76.89,64.77,71.86,2.88,0.02831075996990218,93.51,65.07,1.66,38.87,0.0,161.9,0,3.54,55.94,40.51
Oswego,NY,19195,2.59,16.73,32.15,19.37,14.3,33.75,7.53,2.26,19.05,8.71,26.92,19.63,8.23,51.56,11.42,31.63,11.65,27.01,3.08,71.19,70.0,80.82,77.66,46.11,57.12,2.46,0.02339150820526179,94.29,56.0,3.79,44.99,0.0,5.35,0,2.26,9.54,88.2
Oviedo,FL,11114,2.93,12.48,28.89,10.67,4.49,13.28,1.75,0.0,7.83,2.53,9.5,34.85,3.57,74.27,17.12,23.89,8.38,35.16,3.22,82.71,78.66,93.7,86.96,68.71,69.58,3.11,0.037520244736368544,90.1,80.61,0.96,20.38,0.0,827.68,0,3.86,50.81,45.34
Owasso,OK,11151,2.86,13.58,26.61,11.16,6.91,18.61,4.71,0.1,8.57,5.53,15.96,14.57,3.92,68.09,18.83,19.64,11.93,23.34,3.21,82.35,81.46,91.21,84.63,62.74,69.55,1.17,0.02833826562640122,92.51,71.79,5.38,53.16,0.0,145.47,0,2.98,61.8,35.22
Owensboro,KY,53549,2.47,14.38,26.56,13.19,13.51,30.5,7.99,0.19,18.9,12.91,28.16,15.31,7.85,57.2,18.25,24.08,17.59,22.54,2.99,68.91,66.28,77.08,74.16,65.32,69.82,2.67,0.02618162804160675,93.92,60.05,1.36,38.94,0.0,275.38,0,7.533333333333334,60.72,31.74666666666667
Oxford,MA,12588,2.8,14.31,26.83,12.09,9.69,25.74,7.31,0.55,4.51,7.74,25.45,16.18,6.67,66.24,22.67,19.21,16.31,22.77,3.24,79.93,77.82,83.31,81.69,61.61,74.18,1.15,0.012948840165236734,96.5,72.6,1.84,42.33,0.0,442.24,0,3.16,51.54,45.31
Oxnard,CA,142216,3.62,16.52,31.94,15.84,7.12,19.59,11.02,1.07,12.52,23.66,38.66,13.01,6.71,66.44,16.82,16.34,17.74,18.25,3.92,74.37,65.81,82.96,77.2,61.96,68.04,4.93,0.013676379591607132,95.28,53.74,0.21,10.18,2.911064859087585e-05,984.34,0,9.073333333333332,58.626666666666665,32.300000000000004
Ozark,AL,12922,2.59,15.1,28.26,13.84,12.43,29.08,9.21,0.13,16.73,13.51,28.02,14.69,7.05,56.13,12.8,24.15,15.13,24.86,3.08,70.49,65.0,82.68,73.36,60.11,67.92,2.49,0.0491409998452252,88.7,59.35,1.89,45.2,0.0,1502.52,0,11.28,68.45,20.28
Pacific Grove,CA,16117,2.2,9.28,20.97,9.42,16.42,28.43,4.19,1.75,6.31,3.76,10.76,35.8,3.63,64.86,6.49,31.03,6.02,38.64,2.74,70.01,69.02,86.47,72.13,63.43,75.89,1.42,0.03561456846807719,92.75,47.78,0.52,15.33,0.0,554.08,0,2.2,31.48,66.32
Pacifica,CA,37670,2.82,12.25,25.31,11.47,6.95,17.45,5.27,8.6,4.52,3.42,13.45,22.81,3.35,73.39,7.56,21.95,9.42,27.96,3.24,77.69,73.76,88.62,79.48,64.01,75.09,2.36,0.010618529333687284,97.09,66.72,1.25,17.5,0.0,619.57,0,3.61,21.39,75.0
Paducah,KY,27256,2.28,11.87,22.25,10.01,19.33,41.14,12.47,0.69,23.81,14.51,30.99,14.56,7.51,48.48,11.34,26.07,14.0,23.19,2.86,58.21,55.02,63.91,61.85,52.83,61.97,4.8,0.043843557381860875,90.91,54.38,3.18,47.95,0.0,1660.33,0,7.39,63.22,29.39
Palatka,FL,10201,2.58,15.75,26.23,12.69,16.27,37.9,23.03,2.59,36.51,17.41,40.75,8.97,11.85,44.74,19.69,23.22,19.02,20.66,3.22,44.28,35.52,46.97,36.91,62.19,66.42,9.9,0.03685913145770023,91.31,51.94,3.72,28.46,0.0,2650.26,0,9.4,57.08,33.53
Palestine,TX,18042,2.73,14.87,26.23,12.43,14.04,31.71,9.46,0.14,21.86,12.27,28.73,14.2,6.87,56.35,9.73,22.99,15.29,22.25,3.2,68.01,63.37,71.77,68.7,60.9,71.99,3.24,0.059028932490854676,86.13,63.85,1.78,51.27,0.0,1163.91,0,7.28,52.79,39.93
Palisades Park,NJ,14536,2.52,10.31,26.17,11.67,12.69,25.25,2.82,16.57,7.7,10.5,22.03,26.55,5.45,63.62,18.27,18.55,13.15,29.47,3.11,82.8,81.29,92.35,79.75,47.05,54.6,0.92,0.018712162905888827,95.5,38.43,0.37,41.18,0.0,111.83,0,2.67,14.09,83.24
Palm Bay,FL,62632,2.68,11.9,26.35,11.03,10.7,23.58,3.82,0.15,8.73,5.01,17.89,16.66,5.84,63.88,24.57,16.84,12.13,25.28,3.05,79.06,75.6,90.4,78.75,64.05,70.36,1.43,0.04702069229786691,88.79,66.83,1.32,22.21,0.0,602.99,0,5.485,52.9825,41.5325
Palm Beach Gardens,FL,22965,2.4,11.45,21.81,9.95,13.82,27.02,1.47,0.36,4.51,2.41,9.11,38.21,2.57,65.61,14.41,24.99,5.93,42.24,2.86,78.49,78.94,90.75,77.65,69.62,76.67,0.67,0.11382538645765294,78.52,74.01,0.23,27.96,0.0,343.74,0,6.12,29.2,64.68
Palm Desert,CA,23252,2.19,9.99,20.61,10.0,21.61,37.54,2.91,0.74,7.11,3.97,13.82,23.6,4.13,58.93,4.59,19.43,5.03,29.55,2.71,73.61,70.83,88.18,71.21,61.68,72.97,1.71,0.3291329778083606,58.06,63.9,0.95,11.32,0.0,741.91,0,5.79,47.68,46.53
